[852, 3, 5, 50, 22, 3, 45, 3, 16, 1]
[16, 921, 1, 41, 8, 0, 12, 0, 1, 0]
[91, 2, 249, 11, 259, 2, 376, 1, 9, 0]
[155, 11, 1, 768, 48, 1, 9, 1, 6, 0]
[48, 5, 172, 27, 486, 1, 251, 1, 9, 0]
[9, 5, 10, 18, 6, 476, 1, 415, 11, 49]
[344, 2, 98, 28, 191, 1, 317, 2, 16, 1]
[1, 3, 3, 5, 0, 248, 0, 677, 0, 63]
[41, 0, 20, 17, 8, 16, 16, 18, 860, 4]
[3, 0, 0, 6, 0, 60, 0, 12, 1, 918]
