tensor(0.2752427757, grad_fn=<DivBackward0>)
tensor(0.1799364984, grad_fn=<DivBackward0>)
tensor(0.1702002883, grad_fn=<DivBackward0>)
tensor(0.1688281447, grad_fn=<DivBackward0>)
tensor(0.1659850627, grad_fn=<DivBackward0>)
tensor(0.1663089097, grad_fn=<DivBackward0>)
tensor(0.1644921750, grad_fn=<DivBackward0>)
tensor(0.1639512330, grad_fn=<DivBackward0>)
tensor(0.1629038155, grad_fn=<DivBackward0>)
tensor(0.1631918699, grad_fn=<DivBackward0>)
tensor(0.1618626118, grad_fn=<DivBackward0>)
tensor(0.1626479626, grad_fn=<DivBackward0>)
tensor(0.1614457518, grad_fn=<DivBackward0>)
tensor(0.1626531780, grad_fn=<DivBackward0>)
tensor(0.1611890942, grad_fn=<DivBackward0>)
tensor(0.1614595056, grad_fn=<DivBackward0>)
tensor(0.1602254361, grad_fn=<DivBackward0>)
tensor(0.1605918109, grad_fn=<DivBackward0>)
tensor(0.1602612883, grad_fn=<DivBackward0>)
tensor(0.1606204808, grad_fn=<DivBackward0>)
tensor(0.1599075347, grad_fn=<DivBackward0>)
tensor(0.1601160616, grad_fn=<DivBackward0>)
tensor(0.1599855125, grad_fn=<DivBackward0>)
tensor(0.1590615213, grad_fn=<DivBackward0>)
tensor(0.1597051322, grad_fn=<DivBackward0>)
tensor(0.1591811180, grad_fn=<DivBackward0>)
tensor(0.1602014899, grad_fn=<DivBackward0>)
tensor(0.1598853767, grad_fn=<DivBackward0>)
tensor(0.1595330387, grad_fn=<DivBackward0>)
tensor(0.1589785218, grad_fn=<DivBackward0>)
tensor(0.1596534997, grad_fn=<DivBackward0>)
tensor(0.1584244817, grad_fn=<DivBackward0>)
tensor(0.1583974510, grad_fn=<DivBackward0>)
tensor(0.1580603868, grad_fn=<DivBackward0>)
tensor(0.1601804048, grad_fn=<DivBackward0>)
tensor(0.1588802338, grad_fn=<DivBackward0>)
tensor(0.1575900465, grad_fn=<DivBackward0>)
tensor(0.1590590477, grad_fn=<DivBackward0>)
tensor(0.1588010341, grad_fn=<DivBackward0>)
tensor(0.1588588506, grad_fn=<DivBackward0>)
tensor(0.1591476202, grad_fn=<DivBackward0>)
tensor(0.1594675630, grad_fn=<DivBackward0>)
tensor(0.1588905901, grad_fn=<DivBackward0>)
tensor(0.1581124365, grad_fn=<DivBackward0>)
tensor(0.1602005959, grad_fn=<DivBackward0>)
tensor(0.1601158082, grad_fn=<DivBackward0>)
tensor(0.1586730629, grad_fn=<DivBackward0>)
tensor(0.1584415287, grad_fn=<DivBackward0>)
tensor(0.1577409208, grad_fn=<DivBackward0>)
tensor(0.1590177715, grad_fn=<DivBackward0>)
tensor(0.1579897106, grad_fn=<DivBackward0>)
tensor(0.1576955020, grad_fn=<DivBackward0>)
tensor(0.1581966728, grad_fn=<DivBackward0>)
tensor(0.1585204154, grad_fn=<DivBackward0>)
tensor(0.1589381248, grad_fn=<DivBackward0>)
tensor(0.1593868136, grad_fn=<DivBackward0>)
tensor(0.1592187732, grad_fn=<DivBackward0>)
tensor(0.1597684175, grad_fn=<DivBackward0>)
tensor(0.1582453102, grad_fn=<DivBackward0>)
tensor(0.1587119848, grad_fn=<DivBackward0>)
tensor(0.1586638540, grad_fn=<DivBackward0>)
tensor(0.1577582359, grad_fn=<DivBackward0>)
tensor(0.1591186821, grad_fn=<DivBackward0>)
tensor(0.1578257084, grad_fn=<DivBackward0>)
tensor(0.1597034782, grad_fn=<DivBackward0>)
tensor(0.1591729373, grad_fn=<DivBackward0>)
tensor(0.1590864062, grad_fn=<DivBackward0>)
tensor(0.1600243449, grad_fn=<DivBackward0>)
tensor(0.1595482826, grad_fn=<DivBackward0>)
tensor(0.1579179913, grad_fn=<DivBackward0>)
tensor(0.1598564833, grad_fn=<DivBackward0>)
tensor(0.1586336344, grad_fn=<DivBackward0>)
tensor(0.1597319990, grad_fn=<DivBackward0>)
tensor(0.1583700627, grad_fn=<DivBackward0>)
tensor(0.1580689847, grad_fn=<DivBackward0>)
tensor(0.1586119831, grad_fn=<DivBackward0>)
tensor(0.1589026898, grad_fn=<DivBackward0>)
tensor(0.1593723744, grad_fn=<DivBackward0>)
tensor(0.1587850600, grad_fn=<DivBackward0>)
tensor(0.1585310102, grad_fn=<DivBackward0>)
tensor(0.1584478915, grad_fn=<DivBackward0>)
tensor(0.1586408019, grad_fn=<DivBackward0>)
tensor(0.1575184911, grad_fn=<DivBackward0>)
tensor(0.1590650380, grad_fn=<DivBackward0>)
tensor(0.1577744782, grad_fn=<DivBackward0>)
tensor(0.1596225798, grad_fn=<DivBackward0>)
tensor(0.1592296511, grad_fn=<DivBackward0>)
tensor(0.1589890420, grad_fn=<DivBackward0>)
tensor(0.1593324393, grad_fn=<DivBackward0>)
tensor(0.1595105976, grad_fn=<DivBackward0>)
tensor(0.1582400203, grad_fn=<DivBackward0>)
tensor(0.1587567329, grad_fn=<DivBackward0>)
tensor(0.1583651900, grad_fn=<DivBackward0>)
tensor(0.1590572596, grad_fn=<DivBackward0>)
tensor(0.1586080790, grad_fn=<DivBackward0>)
tensor(0.1590127498, grad_fn=<DivBackward0>)
tensor(0.1587172896, grad_fn=<DivBackward0>)
tensor(0.1591652483, grad_fn=<DivBackward0>)
tensor(0.1592698097, grad_fn=<DivBackward0>)
tensor(0.1581543684, grad_fn=<DivBackward0>)
tensor(0.1482858807, grad_fn=<DivBackward0>)
tensor(0.1471980065, grad_fn=<DivBackward0>)
tensor(0.1455774456, grad_fn=<DivBackward0>)
tensor(0.1454211026, grad_fn=<DivBackward0>)
tensor(0.1461719573, grad_fn=<DivBackward0>)
tensor(0.1468341351, grad_fn=<DivBackward0>)
tensor(0.1460631639, grad_fn=<DivBackward0>)
tensor(0.1456003487, grad_fn=<DivBackward0>)
tensor(0.1460428536, grad_fn=<DivBackward0>)
tensor(0.1466316283, grad_fn=<DivBackward0>)
tensor(0.1458855271, grad_fn=<DivBackward0>)
tensor(0.1472537369, grad_fn=<DivBackward0>)
