tensor(0.2856174111, grad_fn=<DivBackward0>)
tensor(0.1903925985, grad_fn=<DivBackward0>)
tensor(0.1839803308, grad_fn=<DivBackward0>)
tensor(0.1801852584, grad_fn=<DivBackward0>)
tensor(0.1783655584, grad_fn=<DivBackward0>)
tensor(0.1774971038, grad_fn=<DivBackward0>)
tensor(0.1767395437, grad_fn=<DivBackward0>)
tensor(0.1768400818, grad_fn=<DivBackward0>)
tensor(0.1748206019, grad_fn=<DivBackward0>)
tensor(0.1758268028, grad_fn=<DivBackward0>)
tensor(0.1741096824, grad_fn=<DivBackward0>)
tensor(0.1733604372, grad_fn=<DivBackward0>)
tensor(0.1738100946, grad_fn=<DivBackward0>)
tensor(0.1732443273, grad_fn=<DivBackward0>)
tensor(0.1743337661, grad_fn=<DivBackward0>)
tensor(0.1743867099, grad_fn=<DivBackward0>)
tensor(0.1724327952, grad_fn=<DivBackward0>)
tensor(0.1727193296, grad_fn=<DivBackward0>)
tensor(0.1729979813, grad_fn=<DivBackward0>)
tensor(0.1733656526, grad_fn=<DivBackward0>)
tensor(0.1722199321, grad_fn=<DivBackward0>)
tensor(0.1709168851, grad_fn=<DivBackward0>)
tensor(0.1720998883, grad_fn=<DivBackward0>)
tensor(0.1716393083, grad_fn=<DivBackward0>)
tensor(0.1709561944, grad_fn=<DivBackward0>)
tensor(0.1714290380, grad_fn=<DivBackward0>)
tensor(0.1717500687, grad_fn=<DivBackward0>)
tensor(0.1707944274, grad_fn=<DivBackward0>)
tensor(0.1713342667, grad_fn=<DivBackward0>)
tensor(0.1708096266, grad_fn=<DivBackward0>)
tensor(0.1725135446, grad_fn=<DivBackward0>)
tensor(0.1719415039, grad_fn=<DivBackward0>)
tensor(0.1726575345, grad_fn=<DivBackward0>)
tensor(0.1722336560, grad_fn=<DivBackward0>)
tensor(0.1718191653, grad_fn=<DivBackward0>)
tensor(0.1711279750, grad_fn=<DivBackward0>)
tensor(0.1727259755, grad_fn=<DivBackward0>)
tensor(0.1738769114, grad_fn=<DivBackward0>)
tensor(0.1728154272, grad_fn=<DivBackward0>)
tensor(0.1726038754, grad_fn=<DivBackward0>)
tensor(0.1722396910, grad_fn=<DivBackward0>)
tensor(0.1734135002, grad_fn=<DivBackward0>)
tensor(0.1730894744, grad_fn=<DivBackward0>)
tensor(0.1722675413, grad_fn=<DivBackward0>)
tensor(0.1736157537, grad_fn=<DivBackward0>)
