[914, 0, 3, 3, 0, 26, 21, 4, 5, 4]
[0, 1101, 4, 6, 1, 3, 3, 3, 13, 1]
[12, 16, 864, 28, 19, 6, 21, 15, 46, 5]
[6, 15, 26, 835, 2, 49, 5, 18, 49, 5]
[1, 9, 6, 0, 828, 1, 27, 8, 10, 92]
[16, 19, 7, 50, 22, 698, 25, 16, 31, 8]
[10, 5, 11, 2, 17, 15, 887, 1, 8, 2]
[3, 26, 15, 7, 12, 2, 2, 893, 12, 56]
[5, 22, 10, 28, 13, 46, 16, 17, 798, 19]
[8, 8, 4, 12, 72, 9, 7, 31, 14, 844]
