[944, 1, 4, 2, 1, 6, 10, 4, 8, 0]
[0, 1099, 5, 6, 4, 2, 4, 6, 8, 1]
[23, 21, 874, 20, 19, 5, 12, 23, 30, 5]
[17, 12, 36, 834, 5, 29, 10, 23, 34, 10]
[5, 6, 15, 0, 858, 5, 16, 4, 7, 66]
[21, 15, 9, 53, 17, 715, 19, 5, 31, 7]
[18, 3, 9, 0, 10, 11, 899, 1, 7, 0]
[5, 24, 17, 5, 14, 2, 0, 919, 3, 39]
[13, 44, 19, 32, 8, 33, 17, 9, 785, 14]
[10, 7, 6, 15, 92, 5, 2, 50, 6, 816]
