tensor(0.3108183742, grad_fn=<DivBackward0>)
tensor(0.2277360260, grad_fn=<DivBackward0>)
tensor(0.2183449864, grad_fn=<DivBackward0>)
tensor(0.2136906981, grad_fn=<DivBackward0>)
tensor(0.2132790685, grad_fn=<DivBackward0>)
tensor(0.2128870934, grad_fn=<DivBackward0>)
tensor(0.2119102925, grad_fn=<DivBackward0>)
tensor(0.2102953047, grad_fn=<DivBackward0>)
tensor(0.2121569216, grad_fn=<DivBackward0>)
tensor(0.2111610323, grad_fn=<DivBackward0>)
tensor(0.2107416987, grad_fn=<DivBackward0>)
tensor(0.2126973271, grad_fn=<DivBackward0>)
tensor(0.2105532140, grad_fn=<DivBackward0>)
tensor(0.2111012936, grad_fn=<DivBackward0>)
tensor(0.2098903656, grad_fn=<DivBackward0>)
tensor(0.2113521248, grad_fn=<DivBackward0>)
tensor(0.2105745673, grad_fn=<DivBackward0>)
tensor(0.2121308148, grad_fn=<DivBackward0>)
tensor(0.2095433772, grad_fn=<DivBackward0>)
tensor(0.2101335377, grad_fn=<DivBackward0>)
tensor(0.2114769667, grad_fn=<DivBackward0>)
tensor(0.2108161896, grad_fn=<DivBackward0>)
tensor(0.2100722194, grad_fn=<DivBackward0>)
tensor(0.2106210589, grad_fn=<DivBackward0>)
tensor(0.2094206959, grad_fn=<DivBackward0>)
tensor(0.2116607130, grad_fn=<DivBackward0>)
tensor(0.2094478011, grad_fn=<DivBackward0>)
tensor(0.2104964405, grad_fn=<DivBackward0>)
tensor(0.2096659392, grad_fn=<DivBackward0>)
tensor(0.2111790329, grad_fn=<DivBackward0>)
tensor(0.2098155916, grad_fn=<DivBackward0>)
tensor(0.2106069326, grad_fn=<DivBackward0>)
tensor(0.2116582543, grad_fn=<DivBackward0>)
tensor(0.2112764567, grad_fn=<DivBackward0>)
tensor(0.2101537585, grad_fn=<DivBackward0>)
tensor(0.2114859074, grad_fn=<DivBackward0>)
tensor(0.2110505402, grad_fn=<DivBackward0>)
tensor(0.2109747827, grad_fn=<DivBackward0>)
tensor(0.2115973085, grad_fn=<DivBackward0>)
tensor(0.2102294564, grad_fn=<DivBackward0>)
tensor(0.2116636485, grad_fn=<DivBackward0>)
tensor(0.2113292664, grad_fn=<DivBackward0>)
tensor(0.2119002938, grad_fn=<DivBackward0>)
tensor(0.2103369087, grad_fn=<DivBackward0>)
tensor(0.2114016116, grad_fn=<DivBackward0>)
tensor(0.2107291371, grad_fn=<DivBackward0>)
tensor(0.2100238353, grad_fn=<DivBackward0>)
tensor(0.2118794769, grad_fn=<DivBackward0>)
tensor(0.2120493352, grad_fn=<DivBackward0>)
tensor(0.2107043713, grad_fn=<DivBackward0>)
tensor(0.2100026757, grad_fn=<DivBackward0>)
tensor(0.2116584331, grad_fn=<DivBackward0>)
tensor(0.2114128470, grad_fn=<DivBackward0>)
tensor(0.2109312862, grad_fn=<DivBackward0>)
tensor(0.2107436508, grad_fn=<DivBackward0>)
tensor(0.2106563896, grad_fn=<DivBackward0>)
tensor(0.2096920609, grad_fn=<DivBackward0>)
tensor(0.2116215825, grad_fn=<DivBackward0>)
tensor(0.2097674459, grad_fn=<DivBackward0>)
tensor(0.2104510963, grad_fn=<DivBackward0>)
tensor(0.2105672508, grad_fn=<DivBackward0>)
tensor(0.2095933557, grad_fn=<DivBackward0>)
tensor(0.2110433728, grad_fn=<DivBackward0>)
tensor(0.2098970115, grad_fn=<DivBackward0>)
tensor(0.2107638866, grad_fn=<DivBackward0>)
tensor(0.2103280872, grad_fn=<DivBackward0>)
tensor(0.2113378346, grad_fn=<DivBackward0>)
tensor(0.2102743536, grad_fn=<DivBackward0>)
tensor(0.2103872895, grad_fn=<DivBackward0>)
tensor(0.2100215852, grad_fn=<DivBackward0>)
tensor(0.2101812810, grad_fn=<DivBackward0>)
tensor(0.2103185356, grad_fn=<DivBackward0>)
tensor(0.2114374042, grad_fn=<DivBackward0>)
tensor(0.2105849087, grad_fn=<DivBackward0>)
tensor(0.2091781944, grad_fn=<DivBackward0>)
tensor(0.2110687494, grad_fn=<DivBackward0>)
tensor(0.2113184333, grad_fn=<DivBackward0>)
tensor(0.2117123455, grad_fn=<DivBackward0>)
tensor(0.2099036574, grad_fn=<DivBackward0>)
tensor(0.2102093101, grad_fn=<DivBackward0>)
tensor(0.2104288191, grad_fn=<DivBackward0>)
tensor(0.2092015892, grad_fn=<DivBackward0>)
tensor(0.2105119079, grad_fn=<DivBackward0>)
tensor(0.2109305114, grad_fn=<DivBackward0>)
tensor(0.2101572305, grad_fn=<DivBackward0>)
tensor(0.2108315229, grad_fn=<DivBackward0>)
tensor(0.2100233734, grad_fn=<DivBackward0>)
tensor(0.2117144316, grad_fn=<DivBackward0>)
