[952, 0, 1, 5, 1, 6, 10, 2, 2, 1]
[0, 1103, 6, 5, 0, 1, 6, 0, 13, 1]
[15, 16, 867, 29, 12, 1, 31, 10, 46, 5]
[8, 11, 25, 886, 1, 21, 2, 8, 35, 13]
[3, 5, 7, 2, 855, 2, 19, 5, 5, 79]
[22, 6, 2, 91, 13, 678, 21, 14, 30, 15]
[26, 5, 6, 4, 15, 18, 877, 1, 5, 1]
[2, 26, 28, 12, 19, 2, 2, 881, 4, 52]
[14, 16, 12, 35, 15, 23, 16, 9, 806, 28]
[19, 8, 2, 11, 65, 10, 3, 27, 13, 851]
