tensor(0.5775103569, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.4968892932, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.4327863157, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.4048670232, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3978444338, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3935548663, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3893660009, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3892181516, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3842159808, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3857507110, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3855157793, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3793720305, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3822463751, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3756725490, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3784059584, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3748608232, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3727109730, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3734993339, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3791120946, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3679630160, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3742069900, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3742031157, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3728974462, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3743885458, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3680419624, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3721330762, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3771942258, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3712336123, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3691959679, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3713492453, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3729014695, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3759882748, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3717150092, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3802286386, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3785065413, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3798761964, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3735158741, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3684183955, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3684529066, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3733049333, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3752644062, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3750836551, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3712710440, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3704930544, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3706180155, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3688614070, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3701441884, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3696837127, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3700815439, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3710455596, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3740676641, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3696396053, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3722145259, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3686944246, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3751153946, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3711164594, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3663640022, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3750061691, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3685931861, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3750549853, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3720321357, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3707095981, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3719331622, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3696910143, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3755511343, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3701383173, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3698565960, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3698195517, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3756480813, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3665930331, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3727392852, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3706682026, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3725819886, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3713853061, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3720410168, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3672079444, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3683999181, device='cuda:1', grad_fn=<DivBackward0>)
tensor(0.3721318543, device='cuda:1', grad_fn=<DivBackward0>)
